dx1,F1,dx2,F2
1.2174,48.96482,1.217387,47.51205
1.21825,49.02522,1.218238,47.51205
1.2191,49.08562,1.219062,47.4898
1.219925,49.12694,1.219887,47.47073
1.22075,49.16191,1.220725,47.48027
1.221563,49.20324,1.221563,47.51523
1.2224,49.24456,1.222387,47.54066
1.223238,49.28271,1.223225,47.55974
1.224062,49.32404,1.22405,47.58199
1.2249,49.359,1.224887,47.60742
1.225737,49.3749,1.225712,47.62014
1.226575,49.3749,1.226525,47.63603
1.2274,49.35582,1.227363,47.67736
1.228225,49.33993,1.2282,47.7314
1.22905,49.32404,1.22905,47.77908
1.229875,49.31768,1.2299,47.79498
1.230687,49.31768,1.230737,47.80452
1.231525,49.32404,1.231575,47.82994
1.23235,49.3145,1.232412,47.84902
1.233187,49.30496,1.233225,47.83948
1.234038,49.31768,1.234062,47.82994
1.234887,49.35582,1.2349,47.84902
1.235725,49.37808,1.235725,47.88399
1.23655,49.37808,1.236562,47.90306
1.237387,49.36854,1.2374,47.89035
1.238212,49.39079,1.23825,47.87445
1.23905,49.4194,1.239087,47.88399
1.2399,49.44165,1.239913,47.90942
1.240737,49.46073,1.240737,47.92849
1.241575,49.50206,1.24155,47.94121
1.242412,49.5402,1.242375,47.94439
1.24325,49.57199,1.243187,47.96982
1.244087,49.6006,1.244012,48.01432
1.244925,49.64828,1.24485,48.07154
1.24575,49.70233,1.2457,48.11605
1.246575,49.75955,1.24655,48.16373
1.247387,49.80405,1.247387,48.20188
1.248212,49.82312,1.248225,48.25274
1.249025,49.82312,1.24905,48.31314
1.249862,49.81041,1.249887,48.38943
1.250713,49.81995,1.250713,48.44983
1.251562,49.85809,1.25155,48.4848
1.2524,49.91531,1.252388,48.51659
1.253237,49.96936,1.253237,48.56746
1.254062,50.00432,1.254075,48.62785
1.254875,50.02975,1.254925,48.6819
1.255725,50.05201,1.255762,48.73276
1.256562,50.0679,1.256588,48.79951
1.2574,50.09333,1.257412,48.88535
1.258237,50.14102,1.258237,48.96164
1.259075,50.1887,1.25905,48.99025
1.259925,50.21413,1.259887,48.99025
1.26075,50.22685,1.260713,48.99661
1.261588,50.25228,1.26155,49.00615
1.262412,50.30314,1.2624,49.02204
1.263237,50.35083,1.263237,49.05065
1.264063,50.38579,1.264075,49.10151
1.264875,50.42076,1.264912,49.16191
1.265712,50.46209,1.265737,49.19688
1.26655,50.50659,1.266562,49.22231
1.2674,50.57017,1.2674,49.27317
1.26825,50.63693,1.268225,49.33993
1.269087,50.68779,1.269063,49.40033
1.269912,50.71322,1.2699,49.42894
1.270737,50.74183,1.270737,49.45119
1.27155,50.79905,1.271575,49.47662
1.272375,50.85309,1.2724,49.51159
1.273225,50.91031,1.273237,49.54974
1.27405,50.96436,1.274063,49.57517
1.274887,51.03747,1.274887,49.59742
1.275712,51.12648,1.275712,49.63557
1.27655,51.21231,1.276537,49.69279
1.277387,51.27907,1.277362,49.75319
1.278225,51.32039,1.2782,49.82948
1.27905,51.35536,1.27905,49.89942
1.279887,51.39987,1.279887,49.93439
1.280712,51.45073,1.280738,49.93121
1.281537,51.50477,1.281575,49.94075
1.282362,51.56517,1.2824,50.00114
1.283212,51.62875,1.283212,50.08062
1.28405,51.67643,1.28405,50.1283
1.2849,51.71458,1.284887,50.13784
1.285738,51.74319,1.285712,50.15691
1.286587,51.76226,1.28655,50.21413
1.2874,51.77498,1.2874,50.27453
1.288225,51.80041,1.288237,50.29996
1.289063,51.84491,1.289063,50.28407
1.2899,51.90532,1.2899,50.27771
1.290725,51.95935,1.290738,50.29361
1.291562,52.01022,1.29155,50.30314
1.2924,52.05154,1.292375,50.31268
1.293237,52.07062,1.2932,50.35083
1.294075,52.08333,1.294037,50.4144
1.2949,52.09287,1.294875,50.48434
1.295725,52.12148,1.295712,50.54792
1.29655,52.16916,1.296562,50.59242
1.297375,52.22321,1.297413,50.63375
1.2982,52.26453,1.29825,50.656
1.299037,52.29314,1.299075,50.68143
1.299875,52.33447,1.299887,50.70686
1.300725,52.37579,1.300725,50.73865
1.301575,52.38851,1.301562,50.77362
1.302413,52.40123,1.3024,50.81495
1.30325,52.41076,1.303237,50.86581
1.304075,52.42984,1.304075,50.91667
1.3049,52.4648,1.304912,50.96436
1.305725,52.51249,1.30575,51.00568
1.306562,52.55699,1.306575,51.03111
1.307413,52.59832,1.3074,51.05019
1.308237,52.62693,1.308225,51.07562
1.309088,52.65872,1.30905,51.1233
1.309925,52.68415,1.309875,51.15827
1.31075,52.69368,1.3107,51.1678
1.311587,52.70958,1.311538,51.18688
1.312413,52.72865,1.3124,51.22821
1.313225,52.76362,1.313237,51.27271
1.31405,52.82402,1.314088,51.30768
1.314875,52.88124,1.314925,51.33311
1.3157,52.90985,1.31575,51.37126
1.316537,52.91939,1.316562,51.39987
1.317387,52.93528,1.3174,51.41576
1.318237,52.96071,1.318237,51.41576
1.319075,53.00204,1.319062,51.41894
1.3199,53.04019,1.3199,51.43483
1.320725,53.09105,1.320737,51.44437
1.32155,53.15145,1.321562,51.43483
1.322387,53.20231,1.3224,51.41894
1.323225,53.22774,1.323237,51.41894
1.324062,53.25,1.324062,51.44119
1.3249,53.26907,1.324875,51.47934
1.325737,53.28496,1.3257,51.5302
1.326575,53.28814,1.326525,51.57153
1.3274,53.31039,1.32735,51.5906
1.328237,53.33583,1.328187,51.58742
1.329062,53.36444,1.329037,51.57788
1.329888,53.3994,1.329875,51.58107
1.3307,53.44709,1.330725,51.60649
1.331537,53.49159,1.331563,51.63193
1.332362,53.53292,1.332387,51.65736
1.333187,53.57106,1.333212,51.68915
1.334037,53.60286,1.33405,51.71776
1.3349,53.63147,1.334888,51.74955
1.335737,53.65689,1.335725,51.77816
1.336563,53.68233,1.336563,51.78769
1.337387,53.70776,1.337412,51.77498
1.338212,53.73955,1.33825,51.73365
1.33905,53.76498,1.339087,51.70822
1.3399,53.77452,1.339912,51.70822
1.340725,53.75544,1.340737,51.74001
1.341563,53.72365,1.341563,51.78452
1.342412,53.71412,1.342375,51.83538
1.34325,53.73319,1.343212,51.87988
1.344087,53.76816,1.344037,51.89896
1.344912,53.80313,1.344862,51.91167
1.34575,53.82856,1.345712,51.94664
1.346563,53.84445,1.34655,51.9975
1.347387,53.84445,1.3474,52.03565
1.3482,53.86035,1.348225,52.05154
1.349037,53.88896,1.349062,52.05154
1.349875,53.91439,1.349887,52.07698
1.350725,53.93028,1.350712,52.12148
1.351575,53.96207,1.351563,52.15327
1.352412,53.99068,1.3524,52.17234
1.353238,54.03201,1.353238,52.1787
1.354062,54.07651,1.354075,52.18824
1.354875,54.13373,1.354925,52.1946
1.355712,54.16234,1.355762,52.21685
1.35655,54.17188,1.3566,52.25499
1.357387,54.20367,1.357425,52.2995
1.358225,54.25453,1.35825,52.33447
1.359062,54.30539,1.359062,52.35036
1.3599,54.34036,1.359887,52.35036
1.360737,54.36897,1.360712,52.36626
1.361575,54.4103,1.36155,52.38851
1.3624,54.4548,1.3624,52.4044
1.363225,54.49613,1.363238,52.43937
1.36405,54.54063,1.364087,52.4807
1.364875,54.56607,1.364913,52.51249
1.3657,54.56607,1.365737,52.52202
1.366562,54.58196,1.36655,52.5252
1.3674,54.63282,1.367387,52.52202
1.36825,54.69958,1.368212,52.51249
1.369087,54.74408,1.369038,52.51567
1.369925,54.77269,1.369875,52.53792
1.37075,54.81402,1.370713,52.56335
1.371562,54.84899,1.37155,52.5856
1.3724,54.87442,1.372387,52.60785
1.373237,54.88396,1.373212,52.62693
1.374062,54.90621,1.37405,52.6619
1.374887,54.93164,1.374875,52.70958
1.375725,54.96661,1.3757,52.75726
1.376575,54.99522,1.376525,52.79541
1.3774,55.03654,1.377362,52.82084
1.378237,55.1033,1.3782,52.84627
1.379062,55.18277,1.37905,52.87488
1.379887,55.24318,1.3799,52.89396
1.380713,55.27814,1.380737,52.90667
1.381525,55.30357,1.381575,52.90985
1.382362,55.32901,1.3824,52.91621
1.3832,55.35126,1.383225,52.92575
1.38405,55.36079,1.384037,52.94482
1.3849,55.38623,1.384887,52.97661
1.38575,55.42437,1.385725,53.01158
1.386575,55.46252,1.386562,53.01793
1.3874,55.52292,1.3874,52.99568
1.388225,55.60875,1.388237,52.97025
1.389063,55.67868,1.389075,52.96707
1.3899,55.71365,1.3899,52.97979
1.390737,55.72955,1.390725,53.00522
1.391575,55.74544,1.391562,53.03701
1.392412,55.77087,1.392375,53.0529
1.39325,55.79948,1.3932,53.06244
1.394075,55.81856,1.394037,53.08151
1.394912,55.84081,1.394875,53.12602
1.395725,55.87578,1.395712,53.17688
1.39655,55.93618,1.396562,53.20867
1.397375,56.01247,1.3974,53.22456
1.3982,56.07605,1.39825,53.23728
1.399025,56.12691,1.399075,53.23728
1.39985,56.1587,1.3999,53.2341
1.4007,56.17459,1.400738,53.23728
1.40155,56.18731,1.401562,53.26907
1.402387,56.22864,1.4024,53.30086
1.403225,56.28586,1.403237,53.33583
1.40405,56.3399,1.404075,53.34854
1.404887,56.37487,1.404912,53.34854
1.405712,56.4003,1.40575,53.339
1.406562,56.44162,1.406575,53.32947
1.4074,56.49249,1.4074,53.339
1.408237,56.54653,1.408225,53.3549
1.409087,56.59421,1.40905,53.38669
1.409912,56.62918,1.409863,53.43119
1.410762,56.67369,1.410687,53.48523
1.4116,56.74044,1.411525,53.53292
1.412425,56.81356,1.412387,53.57742
1.413237,56.85489,1.413225,53.61239
1.414063,56.87078,1.414063,53.62828
1.414875,56.88985,1.4149,53.63147
1.4157,56.92482,1.415725,53.64736
1.41655,56.97568,1.41655,53.68233
1.417387,57.04244,1.417375,53.74273
1.418237,57.12191,1.418225,53.81902
1.419075,57.17913,1.419062,53.86988
1.419912,57.23,1.4199,53.87942
1.420738,57.28404,1.420738,53.87942
1.42155,57.34444,1.421575,53.88896
1.422387,57.38576,1.422413,53.91439
1.423225,57.40483,1.423237,53.93982
1.42405,57.42709,1.424062,53.97479
1.4249,57.46206,1.424887,54.03836
1.425738,57.50656,1.425712,54.1083
1.426575,57.55742,1.426538,54.17188
1.427413,57.60829,1.427362,54.21321
1.428237,57.65915,1.4282,54.23864
1.429062,57.69412,1.429037,54.26407
1.429887,57.71955,1.429887,54.28314
1.4307,57.71955,1.430725,54.28314
1.431538,57.71955,1.431562,54.27361
1.432375,57.75452,1.432387,54.29586
1.433213,57.83399,1.433225,54.334
1.43405,57.91664,1.434062,54.3658
1.4349,57.97068,1.434887,54.38169
1.435737,57.98658,1.435725,54.40712
1.436575,57.98658,1.436562,54.45163
1.437387,58.00247,1.437413,54.49295
1.438213,58.03744,1.43825,54.50566
1.43905,58.06287,1.439075,54.50566
1.439887,58.0883,1.439912,54.5152
1.440725,58.11374,1.44075,54.55335
1.44155,58.1487,1.441562,54.61375
1.442387,58.19957,1.442387,54.66779
1.443225,58.25996,1.443213,54.70276
1.444062,58.31083,1.444037,54.70912
1.4449,58.32672,1.444875,54.7123
1.445725,58.32672,1.445712,54.73455
1.446562,58.35533,1.446575,54.76316
1.447375,58.41573,1.4474,54.79813
1.4482,58.47613,1.448225,54.82991
1.449025,58.52382,1.449062,54.86488
1.449875,58.5715,1.449888,54.90621
1.450725,58.62236,1.4507,54.94118
1.451562,58.65415,1.45155,54.96979
1.4524,58.67958,1.452375,55.00158
1.45325,58.71455,1.453212,55.01747
1.454075,58.74316,1.454062,55.01747
1.454888,58.76541,1.4549,55.02065
1.455725,58.79084,1.455737,55.04608
1.456563,58.84171,1.456575,55.09377
1.4574,58.87985,1.4574,55.13191
1.458237,58.91164,1.458225,55.1637
1.459075,58.93707,1.45905,55.19231
1.459912,58.96251,1.459875,55.23046
1.46075,58.98158,1.460712,55.27496
1.461575,59.0229,1.46155,55.32582
1.4624,59.06741,1.4624,55.36397
1.463237,59.11191,1.46325,55.38623
1.46405,59.15324,1.464087,55.38623
1.464875,59.18821,1.464925,55.40212
1.4657,59.22318,1.46575,55.43073
1.46655,59.26132,1.466563,55.4657
1.4674,59.27404,1.4674,55.50702
1.46825,59.28993,1.468238,55.55789
1.469087,59.30901,1.469062,55.5865
1.469925,59.34715,1.469887,55.59285
1.470737,59.39166,1.470725,55.59921
1.471563,59.44252,1.471563,55.6469
1.4724,59.48703,1.472387,55.72001
1.473238,59.52199,1.473212,55.78995
1.474062,59.56332,1.47405,55.83445
1.4749,59.61418,1.474875,55.87578
1.475737,59.66822,1.4757,55.90439
1.476575,59.71909,1.476525,55.91075
1.4774,59.76041,1.477363,55.9171
1.478238,59.77948,1.4782,55.94571
1.47905,59.77948,1.47905,55.98068
1.479875,59.77948,1.4799,56.01565
1.4807,59.79538,1.480737,56.06334
1.481525,59.83035,1.481575,56.11737
1.48235,59.86531,1.482412,56.16188
1.483187,59.89711,1.483225,56.20003
1.484025,59.94161,1.484062,56.235
1.484875,59.99247,1.484913,56.2795
1.485725,60.03698,1.485737,56.31447
1.486562,60.07195,1.486575,56.32401
1.4874,60.09738,1.4874,56.33354
1.488212,60.12917,1.48825,56.36533
1.489062,60.16413,1.489087,56.40984
1.489887,60.1991,1.489913,56.44481
1.490725,60.24043,1.490737,56.47023
1.491562,60.27539,1.491562,56.48613
1.492412,60.31672,1.492362,56.51156
1.49325,60.36123,1.493187,56.55606
1.494075,60.40573,1.494012,56.62282
1.494925,60.44706,1.49485,56.68958
1.495737,60.49156,1.4957,56.71819
1.496562,60.53289,1.49655,56.72455
1.497375,60.5615,1.497387,56.73409
1.4982,60.59329,1.498225,56.77541
1.499025,60.63779,1.49905,56.82945
1.499862,60.69501,1.499875,56.87714
1.5007,60.73634,1.500713,56.90575
1.501562,60.77131,1.50155,56.91528
1.5024,60.80945,1.5024,56.92482
1.503237,60.84442,1.503237,56.96297
1.504062,60.86667,1.504075,57.01065
1.504887,60.87621,1.504925,57.05833
1.505713,60.89528,1.50575,57.09648
1.506562,60.94615,1.506588,57.13463
1.5074,61.02244,1.507412,57.1696
1.508237,61.08284,1.508237,57.20456
1.509087,61.11781,1.509062,57.24589
1.509925,61.14324,1.509875,57.29993
1.510762,61.17821,1.510713,57.37622
1.5116,61.21953,1.511537,57.45252
1.512425,61.26404,1.512388,57.51292
1.51325,61.29583,1.513237,57.54789
1.514062,61.30536,1.514075,57.5765
1.514875,61.30536,1.5149,57.59239
1.515725,61.33715,1.515725,57.60829
1.51655,61.39755,1.51655,57.63372
1.5174,61.4516,1.517388,57.68458
1.51825,61.48338,1.518225,57.72908
1.519087,61.50882,1.519063,57.76088
1.519912,61.54378,1.519887,57.77359
1.520737,61.58193,1.520737,57.78949
1.52155,61.62961,1.521562,57.80856
1.5224,61.66776,1.522412,57.84035
1.523225,61.69001,1.523237,57.88167
1.52405,61.70591,1.524063,57.92618
1.524887,61.70909,1.524887,57.95161
1.525725,61.72498,1.525712,57.97068
1.52655,61.76949,1.526537,58.00565
1.527387,61.82671,1.527362,58.05333
1.528212,61.87121,1.5282,58.09148
1.52905,61.90618,1.52905,58.12327
1.529875,61.93797,1.5299,58.13916
1.5307,61.98247,1.530738,58.1487
1.531525,62.03334,1.531575,58.16777
1.53235,62.0842,1.532387,58.20274
1.5332,62.11281,1.533212,58.24407
1.53405,62.13506,1.53405,58.29493
1.5349,62.15413,1.534875,58.35215
1.535738,62.17957,1.535712,58.39984
1.536575,62.20818,1.53655,58.42527
1.5374,62.25904,1.5374,58.44116
1.538225,62.33215,1.538225,58.44116
1.53905,62.3862,1.539063,58.4507
1.5399,62.40527,1.539887,58.47613
1.540725,62.40209,1.540712,58.48567
1.541562,62.41798,1.54155,58.48567
1.5424,62.46249,1.542375,58.5111
1.54325,62.51653,1.5432,58.56832
1.544075,62.56422,1.544025,58.62872
1.5449,62.60236,1.544863,58.67322
1.545725,62.64051,1.545712,58.69548
1.54655,62.67866,1.546562,58.69865
1.547375,62.74541,1.547413,58.71455
1.5482,62.81535,1.548237,58.74316
1.549025,62.87575,1.549062,58.78131
1.549875,62.90754,1.549887,58.80992
1.550725,62.93297,1.550712,58.84488
1.551575,62.95204,1.551562,58.89575
1.552413,62.97747,1.5524,58.95297
1.55325,63.0188,1.553237,59.00065
1.554075,63.05695,1.554075,59.04834
1.554887,63.09827,1.554912,59.08648
1.555737,63.14278,1.55575,59.11827
1.556562,63.1841,1.556575,59.15324
1.557413,63.20635,1.5574,59.2041
1.55825,63.22543,1.558237,59.2645
1.559088,63.25404,1.559062,59.3249
1.559925,63.3049,1.559875,59.3694
1.56075,63.3653,1.560712,59.42662
1.561587,63.42252,1.56155,59.48703
1.562413,63.46384,1.5624,59.52835
1.563225,63.48928,1.56325,59.52199
1.56405,63.50835,1.564088,59.50292
1.564862,63.53696,1.564925,59.50292
1.565687,63.58465,1.56575,59.53153
1.566537,63.64504,1.566562,59.58875
1.567387,63.69909,1.5674,59.64915
1.568225,63.73087,1.568237,59.71591
1.569062,63.74995,1.569062,59.76995
1.5699,63.77538,1.5699,59.79538
1.570725,63.8326,1.570737,59.81445
1.57155,63.88664,1.571575,59.85578
1.572387,63.92797,1.5724,59.90664
1.573237,63.94704,1.573225,59.94161
1.574062,63.97247,1.57405,59.9734
1.5749,64.0138,1.574875,60.00201
1.575737,64.06784,1.5757,60.03698
1.576575,64.12506,1.576525,60.08784
1.577412,64.16321,1.57735,60.15778
1.57825,64.1791,1.578175,60.21817
1.579075,64.18864,1.579037,60.26586
1.579888,64.22361,1.579875,60.29447
1.580712,64.28083,1.580725,60.3358
1.581537,64.33487,1.58155,60.36123
1.582362,64.3762,1.582387,60.36123
1.5832,64.40798,1.583212,60.35487
1.584037,64.44296,1.584037,60.35487
1.584888,64.49699,1.584888,60.3803
1.585725,64.5574,1.585737,60.42163
1.586563,64.60508,1.586575,60.46295
1.5874,64.63051,1.587412,60.51381
1.588212,64.63369,1.58825,60.56786
1.58905,64.64323,1.589087,60.60918
1.589887,64.66866,1.589912,60.62508
1.590725,64.71634,1.59075,60.61236
1.591575,64.77674,1.591563,60.61872
1.592412,64.8276,1.592387,60.64415
1.59325,64.87528,1.593212,60.69501
1.594087,64.92615,1.594037,60.73952
1.594912,64.97383,1.594875,60.76495
1.595737,65.01198,1.595712,60.79992
1.596563,65.04377,1.596563,60.85078
1.597375,65.07238,1.5974,60.90164
1.5982,65.10416,1.598225,60.92707
1.599037,65.15503,1.599062,60.94615
1.599875,65.21543,1.599887,60.97794
1.600725,65.26947,1.600725,61.04152
1.601563,65.30126,1.601563,61.12416
1.6024,65.31715,1.6024,61.20364
1.603238,65.32669,1.603238,61.2545
1.604062,65.35212,1.604075,61.28629
1.604875,65.40617,1.604912,61.29583
1.605712,65.46656,1.60575,61.30536
1.606562,65.51743,1.606587,61.32444
1.6074,65.54922,1.607412,61.36258
1.608225,65.59372,1.608238,61.38166
1.609062,65.65094,1.609062,61.40073
1.6099,65.68909,1.609887,61.42299
1.610737,65.71134,1.610712,61.45795
1.611575,65.73042,1.61155,61.50882
1.612412,65.78127,1.6124,61.57239
1.613225,65.84167,1.61325,61.63279
1.61405,65.89254,1.614087,61.68365
1.614875,65.90843,1.614913,61.73452
1.615712,65.90843,1.615737,61.78538
1.61655,65.92115,1.61655,61.82035
1.6174,65.95293,1.617375,61.84578
1.61825,65.99426,1.618212,61.87757
1.619087,66.0483,1.61905,61.91254
1.619925,66.10552,1.619887,61.95068
1.62075,66.14367,1.620725,62.01426
1.621562,66.17864,1.621562,62.0683
1.6224,66.24222,1.622387,62.11281
1.623225,66.30579,1.623225,62.1446
1.624062,66.36301,1.62405,62.17003
1.624887,66.39162,1.624875,62.20818
1.625725,66.40752,1.6257,62.2654
1.626562,66.42342,1.626525,62.31944
1.6274,66.45203,1.627375,62.36076
1.628225,66.48699,1.6282,62.39255
1.62905,66.52832,1.62905,62.40527
1.629875,66.57919,1.6299,62.42752
1.6307,66.63004,1.63075,62.45295
1.631525,66.67137,1.631588,62.48792
1.632362,66.70634,1.6324,62.52289
1.6332,66.73495,1.633225,62.55468
1.63405,66.76674,1.634062,62.58329
1.6349,66.80489,1.6349,62.61826
1.63575,66.86211,1.635725,62.64051
1.636575,66.90343,1.636562,62.65958
1.6374,66.93204,1.6374,62.69455
1.638225,66.96383,1.638237,62.75177
1.639062,67.00834,1.639075,62.81535
1.639912,67.06556,1.6399,62.87575
1.640737,67.11006,1.640725,62.91708
1.641575,67.12914,1.641562,62.93297
1.642412,67.13549,1.642375,62.94569
1.64325,67.17046,1.6432,62.97747
1.644087,67.24676,1.644037,63.0188
1.644912,67.31033,1.644862,63.04423
1.645737,67.32623,1.645712,63.0633
1.646562,67.31669,1.646562,63.10463
1.647375,67.31669,1.647412,63.16503
1.6482,67.3612,1.64825,63.21589
1.649025,67.42796,1.649075,63.25086
1.649862,67.48199,1.6499,63.27629
1.6507,67.52014,1.650712,63.29218
1.65155,67.55511,1.651562,63.31126
1.652387,67.57418,1.6524,63.33033
1.653225,67.59962,1.653237,63.33987
1.65405,67.65047,1.654075,63.35258
1.654875,67.71406,1.654912,63.37801
1.655725,67.76492,1.65575,63.4257
1.656562,67.77763,1.656587,63.49245
1.6574,67.77128,1.657412,63.55286
1.658237,67.78082,1.658225,63.58782
1.659075,67.81578,1.65905,63.6228
1.659912,67.85711,1.659875,63.67365
1.660762,67.89207,1.6607,63.72452
1.661587,67.95248,1.661537,63.75948
1.662412,68.04466,1.662387,63.78492
1.663237,68.1146,1.663237,63.80717
1.66405,68.14639,1.664075,63.82624
1.664875,68.1591,1.664912,63.84531
1.6657,68.18453,1.665738,63.88029
1.666537,68.21951,1.66655,63.92797
1.667387,68.25765,1.667387,63.96612
1.668237,68.2958,1.668225,64.00426
1.669075,68.34666,1.669062,64.03923
1.6699,68.40706,1.6699,64.08373
1.670725,68.45792,1.670738,64.12824
1.67155,68.477,1.671575,64.18546
1.672387,68.48971,1.672413,64.22997
1.673225,68.51832,1.673237,64.24904
1.67405,68.56283,1.674062,64.24586
1.6749,68.61369,1.674875,64.25539
1.675738,68.65501,1.675712,64.2999
1.676575,68.70588,1.676538,64.35712
1.677413,68.7472,1.677362,64.41116
1.678237,68.78217,1.6782,64.44613
1.679062,68.81714,1.679037,64.46838
1.679887,68.85847,1.679887,64.49381
1.680712,68.88708,1.680725,64.53196
1.681538,68.91251,1.681562,64.58918
1.682375,68.93158,1.6824,64.64323
1.683212,68.95701,1.683212,64.68455
1.68405,68.97926,1.68405,64.71634
1.6849,68.99516,1.6849,64.72906
1.685737,69.01741,1.685725,64.7513
1.686575,69.0492,1.686562,64.78628
1.687387,69.0937,1.687413,64.84032
1.688213,69.15411,1.68825,64.89754
1.689062,69.22086,1.689075,64.92297
1.689887,69.28126,1.689925,64.9325
1.690712,69.32577,1.69075,64.96748
1.69155,69.36391,1.691562,65.0247
1.692387,69.38616,1.692387,65.08827
1.693237,69.42431,1.6932,65.14867
1.694062,69.46246,1.694025,65.19953
1.6949,69.49743,1.694875,65.2345
1.695725,69.53875,1.695712,65.26947
1.69655,69.58008,1.696562,65.31715
1.697375,69.62141,1.6974,65.36166
1.6982,69.65002,1.698237,65.40298
1.699037,69.66591,1.699062,65.43159
1.699875,69.69452,1.699875,65.44749
1.700725,69.75492,1.700712,65.46656
1.701575,69.83121,1.70155,65.48882
1.702412,69.88844,1.702375,65.52696
1.70325,69.93294,1.703225,65.58418
1.704075,69.96473,1.704062,65.63822
1.704888,69.99016,1.7049,65.68591
1.705712,70.02512,1.705737,65.73995
1.706562,70.08553,1.706562,65.78445
1.7074,70.1491,1.7074,65.79717
1.708225,70.17454,1.708225,65.77174
1.709075,70.18089,1.70905,65.77174
1.709912,70.19997,1.709875,65.80988
1.71075,70.25719,1.710712,65.87347
1.711575,70.31759,1.71155,65.93704
1.712412,70.37163,1.7124,65.99426
1.713225,70.42885,1.71325,66.03876
1.71405,70.467,1.714087,66.06738
1.714875,70.47971,1.714912,66.08963
1.7157,70.47335,1.715737,66.1087
1.71655,70.47335,1.716563,66.13096
1.717412,70.48925,1.7174,66.16592
1.71825,70.53057,1.718225,66.21679
1.719087,70.60051,1.719062,66.27083
1.719925,70.6768,1.719887,66.33759
1.72075,70.72131,1.720725,66.38845
1.721563,70.73084,1.721563,66.41388
1.7224,70.74038,1.722387,66.4266
1.723238,70.78806,1.723225,66.45838
1.724062,70.85165,1.724062,66.50289
1.7249,70.89297,1.724887,66.54739
1.725737,70.91204,1.725712,66.58872
1.726575,70.95337,1.726525,66.63004
1.7274,71.02331,1.727363,66.67137
1.728225,71.09007,1.7282,66.70634
1.72905,71.12503,1.72905,66.73495
1.729875,71.13457,1.7299,66.76674
1.7307,71.14092,1.730737,66.79535
1.731525,71.16636,1.731575,66.82714
1.73235,71.20451,1.7324,66.85575
1.733187,71.26173,1.733225,66.878
1.734037,71.33802,1.734062,66.86846
1.734887,71.40795,1.7349,66.85257
1.735725,71.45882,1.735725,66.87164
1.73655,71.47789,1.736562,66.93204
1.737387,71.50332,1.7374,66.9988
1.738212,71.54465,1.73825,67.0433
1.73905,71.58915,1.739075,67.06873
1.7399,71.63683,1.739913,67.10371
1.740725,71.67181,1.740737,67.14503
1.741575,71.70995,1.74155,67.18636
1.742412,71.75127,1.742375,67.22132
1.74325,71.80214,1.743187,67.24676
1.744087,71.853,1.744012,67.24993
1.744925,71.90704,1.744862,67.25629
1.74575,71.96745,1.7457,67.26583
1.746562,72.0183,1.74655,67.29762
1.747387,72.06599,1.747387,67.33259
1.748212,72.10413,1.748225,67.35802
1.749025,72.13911,1.74905,67.37074
1.749862,72.16454,1.749875,67.41842
1.750713,72.18043,1.750713,67.48199
1.751562,72.20268,1.75155,67.54875
1.7524,72.22176,1.752412,67.59008
1.753225,72.23129,1.753237,67.60915
1.754062,72.23765,1.754087,67.61551
1.754875,72.26308,1.754925,67.61869
1.755725,72.31712,1.755762,67.65047
1.756562,72.36799,1.756588,67.6918
1.7574,72.40931,1.757412,67.7522
1.758237,72.43475,1.758237,67.8126
1.759087,72.46336,1.759062,67.873
1.759925,72.50468,1.759875,67.92704
1.76075,72.57462,1.760713,67.98426
1.761588,72.65726,1.761537,68.03831
1.762412,72.72085,1.762388,68.07327
1.763237,72.76217,1.763237,68.08281
1.764062,72.78124,1.764075,68.07963
1.764887,72.79078,1.7649,68.07963
1.765712,72.81303,1.765737,68.08916
1.766562,72.84164,1.76655,68.12096
1.7674,72.87661,1.767388,68.18453
1.76825,72.9084,1.768225,68.26083
1.769087,72.94019,1.76905,68.32758
1.769912,72.97834,1.769887,68.37209
1.770737,73.01966,1.770725,68.40706
1.77155,73.0451,1.771562,68.44839
1.772388,73.0451,1.772412,68.49924
1.773225,73.03873,1.773237,68.55329
1.77405,73.06099,1.774063,68.61051
1.774887,73.09914,1.774887,68.67409
1.775712,73.14682,1.775712,68.73131
1.77655,73.19769,1.776537,68.77264
1.777387,73.24537,1.777362,68.80125
1.778225,73.30259,1.7782,68.83621
1.77905,73.36935,1.779037,68.868
1.779875,73.43928,1.7799,68.88708
1.780712,73.50286,1.780737,68.91251
1.781537,73.55054,1.781562,68.9284
1.782362,73.57915,1.782387,68.9443
1.7832,73.60458,1.783212,68.96973
1.78405,73.63638,1.784037,69.02377
1.7849,73.65545,1.784887,69.08099
1.78575,73.68088,1.785712,69.12867
1.786575,73.72221,1.78655,69.17635
1.787412,73.7826,1.787387,69.2145
1.788225,73.843,1.788237,69.25265
1.789063,73.88433,1.789075,69.28762
1.7899,73.90976,1.789912,69.32577
1.790725,73.9193,1.790738,69.36709
1.791562,73.93519,1.79155,69.39888
1.7924,73.94473,1.792375,69.44975
1.793237,73.9797,1.793212,69.51014
1.794075,74.04327,1.794037,69.54829
1.7949,74.11639,1.794875,69.56419
1.795725,74.15453,1.795725,69.58008
1.79655,74.17043,1.796562,69.62141
1.797375,74.17679,1.797412,69.66591
1.7982,74.19268,1.79825,69.70724
1.799037,74.23719,1.799075,69.73585
1.799875,74.30395,1.799887,69.76763
